SiteName,Latitude,Longitude,Elevation,Year,JulianDay,AphidCount,PrecipMM,Aphids_DD,Pea_DD,Vetch_DD
2011-Site-26,46.58976,-117.21608,834,2011,186,1,531.95,871.52,1377.81,1147.72
2011-Site-26,46.58976,-117.21608,834,2011,188,0,531.95,925.0,1440.29,1206.6
2011-Site-26,46.58976,-117.21608,834,2011,193,0,539.5,1025.21,1563.0,1320.31
2011-Site-26,46.58976,-117.21608,834,2011,195,1,541.51,1058.54,1605.33,1359.04
2011-Site-26,46.58976,-117.21608,834,2011,200,0,542.29,1170.24,1739.53,1484.24
2011-Site-26,46.58976,-117.21608,834,2011,202,0,542.29,1206.33,1784.62,1525.73
2011-Site-26,46.58976,-117.21608,834,2011,207,2,542.29,1321.87,1922.66,1654.77
2011-Site-26,46.58976,-117.21608,834,2011,209,0,542.29,1363.77,1973.56,1702.07
2011-Site-25,47.31379,-117.3847,720,2011,146,0,287.45,273.25,565.0,421.63
2011-Site-25,47.31379,-117.3847,720,2011,148,0,290.01,281.73,582.48,435.51
2011-Site-25,47.31379,-117.3847,720,2011,153,0,298.59,329.02,652.27,496.3
2011-Site-25,47.31379,-117.3847,720,2011,158,0,300.26,408.54,754.29,589.32
2011-Site-25,47.31379,-117.3847,720,2011,160,0,300.26,424.82,779.57,611.0
2011-Site-25,47.31379,-117.3847,720,2011,165,0,301.91,499.34,876.59,699.02
2011-Site-25,47.31379,-117.3847,720,2011,167,0,305.13,516.08,902.33,721.16
2011-Site-25,47.31379,-117.3847,720,2011,172,0,310.83,591.6,1000.35,810.18
2011-Site-25,47.31379,-117.3847,720,2011,174,0,313.2,632.53,1050.28,856.51
2011-Site-25,47.31379,-117.3847,720,2011,179,0,313.2,718.15,1158.4,955.63
2011-Site-25,47.31379,-117.3847,720,2011,181,0,313.2,756.38,1205.63,999.26
2011-Site-25,47.31379,-117.3847,720,2011,186,0,313.2,860.86,1332.61,1117.24
2011-Site-25,47.31379,-117.3847,720,2011,188,0,313.2,915.87,1396.62,1177.65
2011-Site-25,47.31379,-117.3847,720,2011,193,0,321.95,1012.52,1515.77,1287.8
2011-Site-25,47.31379,-117.3847,720,2011,195,0,327.53,1045.65,1557.9,1326.33
2011-Site-25,47.31379,-117.3847,720,2011,200,0,327.53,1158.48,1693.23,1452.66
2011-Site-25,47.31379,-117.3847,720,2011,202,0,327.53,1193.08,1736.83,1492.66
2011-Site-25,47.31379,-117.3847,720,2011,207,0,327.53,1302.84,1869.09,1615.92
2011-Site-25,47.31379,-117.3847,720,2011,209,0,327.53,1343.92,1919.17,1662.4
2011-Site-24,47.07994,-117.15484,777,2011,146,0,418.44,260.1,548.66,408.72
2011-Site-24,47.07994,-117.15484,777,2011,148,0,420.3,268.12,565.68,422.14
2011-Site-24,47.07994,-117.15484,777,2011,153,0,433.6,310.41,630.47,477.93
2011-Site-24,47.07994,-117.15484,777,2011,158,0,435.16,387.52,730.08,568.54
2011-Site-24,47.07994,-117.15484,777,2011,160,0,435.16,403.56,755.12,589.98
2011-Site-24,47.07994,-117.15484,777,2011,165,0,438.22,477.18,851.24,677.1
2011-Site-24,47.07994,-117.15484,777,2011,167,0,441.57,492.89,875.95,698.21
2011-Site-24,47.07994,-117.15484,777,2011,172,0,446.12,566.76,972.32,785.58
2011-Site-24,47.07994,-117.15484,777,2011,174,0,446.12,607.22,1021.78,831.44
2011-Site-24,47.07994,-117.15484,777,2011,179,0,446.86,692.34,1129.4,930.06
2011-Site-24,47.07994,-117.15484,777,2011,181,0,446.86,729.52,1175.58,972.64
2011-Site-24,47.07994,-117.15484,777,2011,186,0,446.86,833.07,1301.63,1089.69
2011-Site-24,47.07994,-117.15484,777,2011,188,0,446.86,887.26,1364.82,1149.28
2011-Site-24,47.07994,-117.15484,777,2011,193,2,456.13,983.37,1483.43,1258.89
2011-Site-24,47.07994,-117.15484,777,2011,195,0,463.22,1015.97,1525.03,1296.89
2011-Site-24,47.07994,-117.15484,777,2011,200,5,463.22,1126.36,1657.92,1420.78
2011-Site-24,47.07994,-117.15484,777,2011,202,0,463.22,1160.56,1701.12,1460.38
2011-Site-24,47.07994,-117.15484,777,2011,207,0,463.22,1270.84,1833.9,1584.16
2011-Site-24,47.07994,-117.15484,777,2011,209,0,463.22,1310.79,1882.85,1629.51
2011-Site-23,46.72424,-116.95346,789,2011,146,0,479.54,282.01,596.82,445.52
2011-Site-23,46.72424,-116.95346,789,2011,148,0,481.59,290.78,614.59,459.69
2011-Site-23,46.72424,-116.95346,789,2011,153,0,496.7,332.73,679.04,515.14
2011-Site-23,46.72424,-116.95346,789,2011,158,1,498.56,412.02,780.83,607.93
2011-Site-23,46.72424,-116.95346,789,2011,160,0,498.56,429.23,807.04,630.54
2011-Site-23,46.72424,-116.95346,789,2011,165,0,502.14,508.54,908.85,723.35
2011-Site-23,46.72424,-116.95346,789,2011,167,0,504.2,526.33,935.64,746.54
2011-Site-23,46.72424,-116.95346,789,2011,172,0,507.71,603.61,1035.42,837.32
2011-Site-23,46.72424,-116.95346,789,2011,174,0,507.71,645.89,1086.7,885.0
2011-Site-23,46.72424,-116.95346,789,2011,179,0,510.83,733.47,1196.78,986.08
2011-Site-23,46.72424,-116.95346,789,2011,181,0,510.83,771.05,1243.36,1029.06
2011-Site-23,46.72424,-116.95346,789,2011,186,0,510.83,876.72,1371.53,1148.23
2011-Site-23,46.72424,-116.95346,789,2011,188,0,510.83,930.15,1433.96,1207.06
2011-Site-23,46.72424,-116.95346,789,2011,193,0,519.55,1030.71,1557.02,1321.12
2011-Site-23,46.72424,-116.95346,789,2011,195,1,523.31,1063.88,1599.19,1359.69
2011-Site-23,46.72424,-116.95346,789,2011,200,3,524.06,1176.71,1734.52,1486.02
2011-Site-23,46.72424,-116.95346,789,2011,202,10,524.77,1212.61,1779.42,1527.32
2011-Site-23,46.72424,-116.95346,789,2011,207,30,524.77,1328.07,1917.38,1656.28
2011-Site-23,46.72424,-116.95346,789,2011,209,23,524.77,1369.47,1967.78,1703.08
2011-Site-22,46.9152,-117.09493,761,2011,146,0,419.78,283.33,596.08,445.54
2011-Site-22,46.9152,-117.09493,761,2011,148,0,420.77,291.91,613.66,459.52
2011-Site-22,46.9152,-117.09493,761,2011,153,0,434.88,334.99,679.24,516.1
2011-Site-22,46.9152,-117.09493,761,2011,158,0,436.56,413.84,780.59,608.45
2011-Site-22,46.9152,-117.09493,761,2011,160,0,436.56,430.64,806.39,630.65
2011-Site-22,46.9152,-117.09493,761,2011,165,0,439.65,508.01,906.26,721.52
2011-Site-22,46.9152,-117.09493,761,2011,167,0,441.7,525.05,932.3,743.96
2011-Site-22,46.9152,-117.09493,761,2011,172,0,445.13,601.28,1031.03,833.69
2011-Site-22,46.9152,-117.09493,761,2011,174,0,445.13,642.67,1081.42,880.48
2011-Site-22,46.9152,-117.09493,761,2011,179,0,446.73,729.58,1190.83,980.89
2011-Site-22,46.9152,-117.09493,761,2011,181,0,446.73,767.32,1237.57,1024.03
2011-Site-22,46.9152,-117.09493,761,2011,186,1,446.73,871.7,1364.45,1141.91
2011-Site-22,46.9152,-117.09493,761,2011,188,1,446.73,925.66,1427.41,1201.27
2011-Site-22,46.9152,-117.09493,761,2011,193,0,455.56,1024.05,1548.3,1313.16
2011-Site-22,46.9152,-117.09493,761,2011,195,1,460.75,1057.22,1590.47,1351.73
2011-Site-22,46.9152,-117.09493,761,2011,200,4,460.75,1168.68,1724.43,1476.69
2011-Site-22,46.9152,-117.09493,761,2011,202,5,461.18,1203.74,1768.49,1517.15
2011-Site-22,46.9152,-117.09493,761,2011,207,3,461.18,1317.08,1904.33,1643.99
2011-Site-22,46.9152,-117.09493,761,2011,209,0,461.18,1357.45,1953.7,1689.76
2011-Site-21,46.54018,-117.20031,846,2011,146,0,433.92,279.63,605.0,447.19
2011-Site-21,46.54018,-117.20031,846,2011,148,0,436.42,287.46,621.83,460.42
2011-Site-21,46.54018,-117.20031,846,2011,153,0,452.27,327.05,683.92,513.51
2011-Site-21,46.54018,-117.20031,846,2011,158,1,453.98,406.33,785.7,606.29
2011-Site-21,46.54018,-117.20031,846,2011,160,0,453.98,422.69,811.06,628.05
2011-Site-21,46.54018,-117.20031,846,2011,165,0,459.02,500.39,911.26,719.25
2011-Site-21,46.54018,-117.20031,846,2011,167,0,460.27,518.88,938.75,743.14
2011-Site-21,46.54018,-117.20031,846,2011,172,0,463.7,596.75,1039.12,834.51
2011-Site-21,46.54018,-117.20031,846,2011,174,0,463.7,639.12,1090.49,882.28
2011-Site-21,46.54018,-117.20031,846,2011,179,0,466.68,726.95,1200.82,983.61
2011-Site-21,46.54018,-117.20031,846,2011,181,0,466.68,763.88,1246.75,1025.94
2011-Site-21,46.54018,-117.20031,846,2011,186,0,466.68,870.86,1376.23,1146.42
2011-Site-21,46.54018,-117.20031,846,2011,188,0,466.68,924.45,1438.82,1205.41
2011-Site-21,46.54018,-117.20031,846,2011,193,0,475.62,1025.39,1562.26,1319.85
2011-Site-21,46.54018,-117.20031,846,2011,195,0,478.3,1058.89,1604.76,1358.75
2011-Site-21,46.54018,-117.20031,846,2011,200,0,479.15,1171.04,1739.41,1484.4
2011-Site-21,46.54018,-117.20031,846,2011,202,0,479.15,1207.32,1784.69,1526.08
2011-Site-21,46.54018,-117.20031,846,2011,207,0,479.15,1323.52,1923.39,1655.78
2011-Site-21,46.54018,-117.20031,846,2011,209,0,479.15,1365.76,1974.63,1703.42
2011-Site-20,46.56198,-116.94397,825,2011,146,0,506.13,276.89,590.69,439.37
2011-Site-20,46.56198,-116.94397,825,2011,148,0,508.73,285.63,608.43,453.51
2011-Site-20,46.56198,-116.94397,825,2011,153,0,522.81,326.29,671.59,507.67
2011-Site-20,46.56198,-116.94397,825,2011,158,0,524.32,406.04,773.84,600.92
2011-Site-20,46.56198,-116.94397,825,2011,160,0,524.32,423.65,800.45,623.93
2011-Site-20,46.56198,-116.94397,825,2011,165,0,528.05,503.06,902.36,716.84
2011-Site-20,46.56198,-116.94397,825,2011,167,0,530.68,521.48,929.78,740.66
2011-Site-20,46.56198,-116.94397,825,2011,172,0,534.74,599.76,1030.56,832.44
2011-Site-20,46.56198,-116.94397,825,2011,174,0,534.74,643.22,1083.02,881.3
2011-Site-20,46.56198,-116.94397,825,2011,179,0,537.5,730.95,1193.25,982.53
2011-Site-20,46.56198,-116.94397,825,2011,181,0,537.5,768.69,1239.99,1025.67
2011-Site-20,46.56198,-116.94397,825,2011,186,0,537.5,876.39,1370.19,1146.87
2011-Site-20,46.56198,-116.94397,825,2011,188,0,537.5,929.85,1432.65,1205.73
2011-Site-20,46.56198,-116.94397,825,2011,193,0,544.06,1031.87,1557.17,1321.25
2011-Site-20,46.56198,-116.94397,825,2011,195,0,545.59,1065.67,1599.97,1360.45
2011-Site-20,46.56198,-116.94397,825,2011,200,0,546.41,1180.06,1736.86,1488.34
2011-Site-20,46.56198,-116.94397,825,2011,202,0,547.87,1216.9,1782.7,1530.58
2011-Site-20,46.56198,-116.94397,825,2011,207,1,547.87,1334.1,1922.4,1661.28
2011-Site-20,46.56198,-116.94397,825,2011,209,0,547.87,1376.47,1973.77,1709.05
2011-Site-19,46.73666,-117.02304,786,2011,146,0,450.69,287.54,607.99,453.43
2011-Site-19,46.73666,-117.02304,786,2011,148,0,452.3,296.19,625.64,467.48
2011-Site-19,46.73666,-117.02304,786,2011,153,0,468.09,338.58,690.53,523.37
2011-Site-19,46.73666,-117.02304,786,2011,158,0,469.77,418.15,792.6,616.44
2011-Site-19,46.73666,-117.02304,786,2011,160,1,469.77,435.28,818.73,638.97
2011-Site-19,46.73666,-117.02304,786,2011,165,0,473.07,514.68,920.63,731.87
2011-Site-19,46.73666,-117.02304,786,2011,167,0,475.18,532.64,947.59,755.23
2011-Site-19,46.73666,-117.02304,786,2011,172,1,478.34,610.23,1047.68,846.32
2011-Site-19,46.73666,-117.02304,786,2011,174,0,478.34,652.35,1098.8,893.84
2011-Site-19,46.73666,-117.02304,786,2011,179,0,480.78,740.14,1209.09,995.13
2011-Site-19,46.73666,-117.02304,786,2011,181,0,480.78,777.86,1255.81,1038.25
2011-Site-19,46.73666,-117.02304,786,2011,186,0,480.78,883.2,1383.65,1157.09
2011-Site-19,46.73666,-117.02304,786,2011,188,1,480.78,936.71,1446.16,1216.0
2011-Site-19,46.73666,-117.02304,786,2011,193,1,488.85,1036.87,1568.82,1329.66
2011-Site-19,46.73666,-117.02304,786,2011,195,2,492.33,1070.02,1610.97,1368.21
2011-Site-19,46.73666,-117.02304,786,2011,200,0,493.01,1182.41,1745.86,1494.1
2011-Site-19,46.73666,-117.02304,786,2011,202,0,493.42,1218.29,1790.74,1535.38
2011-Site-19,46.73666,-117.02304,786,2011,207,0,493.42,1333.64,1928.59,1664.23
2011-Site-19,46.73666,-117.02304,786,2011,209,0,493.42,1374.86,1978.81,1710.85
2011-Site-18,46.61077,-117.2417,806,2011,146,0,466.53,292.21,627.02,465.16
2011-Site-18,46.61077,-117.2417,806,2011,148,0,468.19,300.47,644.28,478.82
2011-Site-18,46.61077,-117.2417,806,2011,153,2,486.16,342.15,708.46,534.0
2011-Site-18,46.61077,-117.2417,806,2011,158,0,487.77,422.49,811.3,627.84
2011-Site-18,46.61077,-117.2417,806,2011,160,0,487.77,439.1,836.91,649.85
2011-Site-18,46.61077,-117.2417,806,2011,165,0,491.64,517.66,937.97,741.91
2011-Site-18,46.61077,-117.2417,806,2011,167,2,494.5,536.45,965.76,766.1
2011-Site-18,46.61077,-117.2417,806,2011,172,2,498.34,615.18,1066.99,858.33
2011-Site-18,46.61077,-117.2417,806,2011,174,0,498.34,657.53,1118.34,906.08
2011-Site-18,46.61077,-117.2417,806,2011,179,2,500.43,745.97,1229.28,1008.02
2011-Site-18,46.61077,-117.2417,806,2011,181,1,500.43,783.51,1275.82,1050.96
2011-Site-18,46.61077,-117.2417,806,2011,186,4,500.43,890.1,1404.91,1171.05
2011-Site-18,46.61077,-117.2417,806,2011,188,3,500.43,943.91,1467.72,1230.26
2011-Site-18,46.61077,-117.2417,806,2011,193,0,507.06,1044.59,1590.9,1344.44
2011-Site-18,46.61077,-117.2417,806,2011,195,4,508.61,1078.46,1633.77,1383.71
2011-Site-18,46.61077,-117.2417,806,2011,200,3,508.61,1190.96,1768.77,1509.71
2011-Site-18,46.61077,-117.2417,806,2011,202,0,508.61,1227.37,1814.18,1551.52
2011-Site-18,46.61077,-117.2417,806,2011,207,6,508.61,1343.62,1952.93,1681.27
2011-Site-18,46.61077,-117.2417,806,2011,209,0,508.61,1385.66,2003.97,1728.71
2011-Site-17,46.58028,-116.94944,844,2011,146,0,522.22,266.96,572.75,425.42
2011-Site-17,46.58028,-116.94944,844,2011,148,0,525.05,275.22,590.01,439.08
2011-Site-17,46.58028,-116.94944,844,2011,153,0,539.1,314.94,652.23,492.3
2011-Site-17,46.58028,-116.94944,844,2011,158,0,540.58,393.59,753.38,584.45
2011-Site-17,46.58028,-116.94944,844,2011,160,0,540.58,410.61,779.4,606.87
2011-Site-17,46.58028,-116.94944,844,2011,165,0,544.49,488.69,879.98,698.45
2011-Site-17,46.58028,-116.94944,844,2011,167,0,547.3,506.49,906.78,721.65
2011-Site-17,46.58028,-116.94944,844,2011,172,0,551.48,583.55,1006.34,812.21
2011-Site-17,46.58028,-116.94944,844,2011,174,0,551.48,626.45,1058.24,860.51
2011-Site-17,46.58028,-116.94944,844,2011,179,0,554.06,713.28,1167.57,960.84
2011-Site-17,46.58028,-116.94944,844,2011,181,0,554.06,750.45,1213.74,1003.41
2011-Site-17,46.58028,-116.94944,844,2011,186,0,554.06,857.1,1342.89,1123.56
2011-Site-17,46.58028,-116.94944,844,2011,188,0,554.06,910.15,1404.94,1182.01
2011-Site-17,46.58028,-116.94944,844,2011,193,0,560.85,1011.04,1528.33,1296.4
2011-Site-17,46.58028,-116.94944,844,2011,195,0,562.42,1044.21,1570.5,1334.97
2011-Site-17,46.58028,-116.94944,844,2011,200,0,563.21,1157.35,1706.14,1461.61
2011-Site-17,46.58028,-116.94944,844,2011,202,1,564.62,1193.61,1751.4,1503.27
2011-Site-17,46.58028,-116.94944,844,2011,207,0,564.62,1309.51,1889.8,1632.67
2011-Site-17,46.58028,-116.94944,844,2011,209,0,564.62,1351.45,1940.74,1680.01
2011-Site-16,46.53879,-116.77304,798,2011,146,0,496.08,270.98,579.08,431.68
2011-Site-16,46.53879,-116.77304,798,2011,148,0,498.24,280.56,597.66,446.66
2011-Site-16,46.53879,-116.77304,798,2011,153,0,520.81,321.99,661.59,501.59
2011-Site-16,46.53879,-116.77304,798,2011,158,0,525.87,402.45,764.55,595.55
2011-Site-16,46.53879,-116.77304,798,2011,160,0,525.87,420.95,792.05,619.45
2011-Site-16,46.53879,-116.77304,798,2011,165,0,530.35,501.04,894.64,713.04
2011-Site-16,46.53879,-116.77304,798,2011,167,0,533.06,519.43,922.03,736.83
2011-Site-16,46.53879,-116.77304,798,2011,172,0,537.07,598.76,1023.86,829.66
2011-Site-16,46.53879,-116.77304,798,2011,174,0,537.07,642.8,1076.9,879.1
2011-Site-16,46.53879,-116.77304,798,2011,179,0,537.07,730.45,1187.05,980.25
2011-Site-16,46.53879,-116.77304,798,2011,181,0,542.47,768.69,1234.29,1023.89
2011-Site-16,46.53879,-116.77304,798,2011,186,0,542.47,877.41,1365.51,1146.11
2011-Site-16,46.53879,-116.77304,798,2011,188,0,542.47,930.69,1427.79,1204.79
2011-Site-16,46.53879,-116.77304,798,2011,193,0,544.62,1033.41,1553.01,1321.01
2011-Site-16,46.53879,-116.77304,798,2011,195,0,545.89,1068.28,1596.88,1361.28
2011-Site-16,46.53879,-116.77304,798,2011,200,0,551.63,1184.88,1735.98,1491.38
2011-Site-16,46.53879,-116.77304,798,2011,202,0,553.63,1222.41,1782.51,1534.31
2011-Site-16,46.53879,-116.77304,798,2011,207,0,553.63,1340.53,1923.13,1665.93
2011-Site-16,46.53879,-116.77304,798,2011,209,0,553.63,1383.34,1974.94,1714.14
2011-Site-15,47.19749,-117.34437,720,2011,146,0,316.31,278.61,579.88,432.59
2011-Site-15,47.19749,-117.34437,720,2011,148,0,319.67,287.21,597.48,446.59
2011-Site-15,47.19749,-117.34437,720,2011,153,0,328.41,333.51,666.28,506.39
2011-Site-15,47.19749,-117.34437,720,2011,158,0,329.96,412.91,768.18,599.29
2011-Site-15,47.19749,-117.34437,720,2011,160,0,329.96,429.25,793.52,621.03
2011-Site-15,47.19749,-117.34437,720,2011,165,0,331.18,503.82,890.59,709.1
2011-Site-15,47.19749,-117.34437,720,2011,167,0,334.22,520.63,916.4,731.31
2011-Site-15,47.19749,-117.34437,720,2011,172,0,339.74,596.53,1014.8,820.71
2011-Site-15,47.19749,-117.34437,720,2011,174,0,342.39,637.62,1064.89,867.2
2011-Site-15,47.19749,-117.34437,720,2011,179,0,342.39,723.36,1173.13,966.44
2011-Site-15,47.19749,-117.34437,720,2011,181,0,342.39,761.77,1220.54,1010.25
2011-Site-15,47.19749,-117.34437,720,2011,186,1,342.39,865.85,1347.12,1127.83
2011-Site-15,47.19749,-117.34437,720,2011,188,0,342.39,920.47,1410.74,1187.85
2011-Site-15,47.19749,-117.34437,720,2011,193,1,349.67,1017.0,1529.77,1297.88
2011-Site-15,47.19749,-117.34437,720,2011,195,0,354.92,1050.53,1572.3,1336.81
2011-Site-15,47.19749,-117.34437,720,2011,200,0,354.92,1162.82,1707.09,1462.6
2011-Site-15,47.19749,-117.34437,720,2011,202,1,354.92,1197.77,1751.04,1502.95
2011-Site-15,47.19749,-117.34437,720,2011,207,0,354.92,1308.33,1884.1,1627.01
2011-Site-15,47.19749,-117.34437,720,2011,209,1,354.92,1348.89,1933.66,1672.97
2011-Site-14,47.1104,-117.22599,764,2011,146,2,357.84,264.25,556.04,414.04
2011-Site-14,47.1104,-117.22599,764,2011,148,0,359.84,272.36,573.15,427.55
2011-Site-14,47.1104,-117.22599,764,2011,153,0,372.88,315.76,639.05,484.45
2011-Site-14,47.1104,-117.22599,764,2011,158,0,374.46,393.43,739.22,575.62
2011-Site-14,47.1104,-117.22599,764,2011,160,0,374.46,409.49,764.28,597.08
2011-Site-14,47.1104,-117.22599,764,2011,165,0,375.98,483.21,860.5,684.3
2011-Site-14,47.1104,-117.22599,764,2011,167,0,379.51,499.17,885.46,705.66
2011-Site-14,47.1104,-117.22599,764,2011,172,0,384.41,573.6,982.39,793.59
2011-Site-14,47.1104,-117.22599,764,2011,174,1,386.66,614.19,1031.98,839.58
2011-Site-14,47.1104,-117.22599,764,2011,179,0,386.66,699.39,1139.68,938.28
2011-Site-14,47.1104,-117.22599,764,2011,181,0,386.66,736.87,1186.16,981.16
2011-Site-14,47.1104,-117.22599,764,2011,186,0,386.66,840.45,1312.24,1098.24
2011-Site-14,47.1104,-117.22599,764,2011,188,1,386.66,894.71,1375.5,1157.9
2011-Site-14,47.1104,-117.22599,764,2011,193,1,391.98,990.69,1493.98,1267.38
2011-Site-14,47.1104,-117.22599,764,2011,195,0,395.81,1023.47,1535.76,1305.56
2011-Site-14,47.1104,-117.22599,764,2011,200,0,395.81,1134.22,1669.01,1429.81
2011-Site-14,47.1104,-117.22599,764,2011,202,0,395.81,1168.61,1712.4,1469.6
2011-Site-14,47.1104,-117.22599,764,2011,207,0,395.81,1278.85,1845.14,1593.34
2011-Site-14,47.1104,-117.22599,764,2011,209,0,395.81,1318.92,1894.21,1638.81
2011-Site-13,46.96343,-117.09202,761,2011,146,0,422.63,278.69,586.01,437.91
2011-Site-13,46.96343,-117.09202,761,2011,148,0,423.74,287.19,603.51,451.81
2011-Site-13,46.96343,-117.09202,761,2011,153,0,437.44,330.0,668.82,508.12
2011-Site-13,46.96343,-117.09202,761,2011,158,0,439.03,408.37,769.69,599.99
2011-Site-13,46.96343,-117.09202,761,2011,160,0,439.03,425.07,795.39,622.09
2011-Site-13,46.96343,-117.09202,761,2011,165,0,442.12,501.61,894.43,712.13
2011-Site-13,46.96343,-117.09202,761,2011,167,0,444.42,518.29,920.11,734.21
2011-Site-13,46.96343,-117.09202,761,2011,172,0,448.03,593.81,1018.13,823.23
2011-Site-13,46.96343,-117.09202,761,2011,174,0,448.03,634.97,1068.29,869.79
2011-Site-13,46.96343,-117.09202,761,2011,179,0,449.4,721.45,1177.27,969.77
2011-Site-13,46.96343,-117.09202,761,2011,181,0,449.4,759.07,1223.89,1012.79
2011-Site-13,46.96343,-117.09202,761,2011,186,0,449.4,863.27,1350.59,1130.49
2011-Site-13,46.96343,-117.09202,761,2011,188,0,449.4,917.37,1413.69,1189.99
2011-Site-13,46.96343,-117.09202,761,2011,193,1,458.28,1015.25,1534.07,1301.37
2011-Site-13,46.96343,-117.09202,761,2011,195,0,463.69,1048.33,1576.15,1339.85
2011-Site-13,46.96343,-117.09202,761,2011,200,0,463.69,1159.46,1709.78,1464.48
2011-Site-13,46.96343,-117.09202,761,2011,202,0,464.21,1194.24,1753.56,1504.66
2011-Site-13,46.96343,-117.09202,761,2011,207,0,464.21,1306.86,1888.68,1630.78
2011-Site-13,46.96343,-117.09202,761,2011,209,0,464.21,1347.02,1937.84,1676.34
2011-Site-12,46.55879,-116.95197,842,2011,146,0,503.74,270.9,579.67,430.74
2011-Site-12,46.55879,-116.95197,842,2011,148,0,506.23,279.28,597.05,444.52
2011-Site-12,46.55879,-116.95197,842,2011,153,0,520.48,319.17,659.44,497.91
2011-Site-12,46.55879,-116.95197,842,2011,158,1,522.01,398.22,760.99,590.46
2011-Site-12,46.55879,-116.95197,842,2011,160,0,522.01,415.46,787.23,613.1
2011-Site-12,46.55879,-116.95197,842,2011,165,0,525.77,494.04,888.31,705.18
2011-Site-12,46.55879,-116.95197,842,2011,167,0,528.43,512.15,915.42,728.69
2011-Site-12,46.55879,-116.95197,842,2011,172,0,532.49,589.7,1015.47,819.74
2011-Site-12,46.55879,-116.95197,842,2011,174,0,532.49,632.92,1067.69,868.36
2011-Site-12,46.55879,-116.95197,842,2011,179,1,535.28,720.11,1177.38,969.05
2011-Site-12,46.55879,-116.95197,842,2011,181,0,535.28,757.5,1223.77,1011.84
2011-Site-12,46.55879,-116.95197,842,2011,186,0,535.28,864.64,1353.41,1132.48
2011-Site-12,46.55879,-116.95197,842,2011,188,0,535.28,917.86,1415.63,1191.1
2011-Site-12,46.55879,-116.95197,842,2011,193,0,541.99,1019.26,1539.53,1306.0
2011-Site-12,46.55879,-116.95197,842,2011,195,1,543.58,1052.66,1581.93,1344.8
2011-Site-12,46.55879,-116.95197,842,2011,200,0,544.43,1166.24,1718.01,1471.88
2011-Site-12,46.55879,-116.95197,842,2011,202,0,545.86,1202.74,1763.51,1513.78
2011-Site-12,46.55879,-116.95197,842,2011,207,0,545.86,1319.2,1902.47,1643.74
2011-Site-12,46.55879,-116.95197,842,2011,209,0,545.86,1361.36,1953.63,1691.3
2011-Site-11,46.56302,-116.80884,857,2011,146,0,574.73,247.6,536.01,398.03
2011-Site-11,46.56302,-116.80884,857,2011,148,0,577.56,255.85,553.26,411.68
2011-Site-11,46.56302,-116.80884,857,2011,153,0,593.55,294.51,614.42,463.84
2011-Site-11,46.56302,-116.80884,857,2011,158,0,598.59,372.24,714.65,555.07
2011-Site-11,46.56302,-116.80884,857,2011,160,0,598.59,389.28,740.69,577.51
2011-Site-11,46.56302,-116.80884,857,2011,165,0,602.95,466.02,839.93,667.75
2011-Site-11,46.56302,-116.80884,857,2011,167,0,606.13,482.98,865.89,690.11
2011-Site-11,46.56302,-116.80884,857,2011,172,0,611.01,559.22,964.63,779.85
2011-Site-11,46.56302,-116.80884,857,2011,174,0,611.01,602.16,1016.57,828.19
2011-Site-11,46.56302,-116.80884,857,2011,179,0,611.01,687.54,1124.45,927.07
2011-Site-11,46.56302,-116.80884,857,2011,181,0,616.69,724.39,1170.3,969.32
2011-Site-11,46.56302,-116.80884,857,2011,186,0,616.69,830.8,1299.21,1089.23
2011-Site-11,46.56302,-116.80884,857,2011,188,0,616.69,883.21,1360.62,1147.04
2011-Site-11,46.56302,-116.80884,857,2011,193,0,618.98,983.44,1483.35,1260.77
2011-Site-11,46.56302,-116.80884,857,2011,195,0,620.36,1016.72,1525.63,1299.45
2011-Site-11,46.56302,-116.80884,857,2011,200,0,621.91,1130.26,1661.67,1426.49
2011-Site-11,46.56302,-116.80884,857,2011,202,0,624.09,1166.4,1706.81,1468.03
2011-Site-11,46.56302,-116.80884,857,2011,207,1,624.09,1281.5,1844.41,1596.63
2011-Site-11,46.56302,-116.80884,857,2011,209,0,624.09,1323.34,1895.25,1643.87
2011-Site-10,47.18751,-117.3334,724,2011,146,0,321.64,277.17,577.25,430.56
2011-Site-10,47.18751,-117.3334,724,2011,148,0,325.49,285.75,594.83,444.54
2011-Site-10,47.18751,-117.3334,724,2011,153,0,334.16,331.72,663.3,504.01
2011-Site-10,47.18751,-117.3334,724,2011,158,0,335.69,410.97,765.05,596.76
2011-Site-10,47.18751,-117.3334,724,2011,160,0,335.69,427.32,790.4,618.51
2011-Site-10,47.18751,-117.3334,724,2011,165,0,336.88,501.86,887.44,706.55
2011-Site-10,47.18751,-117.3334,724,2011,167,0,339.83,518.56,913.14,728.65
2011-Site-10,47.18751,-117.3334,724,2011,172,0,345.3,594.31,1011.39,817.9
2011-Site-10,47.18751,-117.3334,724,2011,174,0,347.94,635.35,1061.43,864.34
2011-Site-10,47.18751,-117.3334,724,2011,179,0,347.94,720.99,1169.57,963.48
2011-Site-10,47.18751,-117.3334,724,2011,181,0,347.94,759.33,1216.91,1007.22
2011-Site-10,47.18751,-117.3334,724,2011,186,1,347.94,863.36,1343.44,1124.75
2011-Site-10,47.18751,-117.3334,724,2011,188,1,347.94,917.95,1407.03,1184.74
